coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,snow
"{'lon': 126.29, 'lat': 58.96}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 27.63, 'feels_like': 20.21, 'temp_min': 27.63, 'temp_max': 27.63, 'pressure': 1012, 'humidity': 96, 'sea_level': 1012, 'grnd_level': 976}",153,"{'speed': 5.57, 'deg': 306}",{'all': 100},1603247134,"{'country': 'RU', 'sunrise': 1603232751, 'sunset': 1603267965}",32400,2015179,Tommot,200,,{'1h': 0.44}
"{'lon': -52.73, 'lat': 47.67}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 57.76, 'feels_like': 48.6, 'temp_min': 57, 'temp_max': 59, 'pressure': 1026, 'humidity': 93}",10000,"{'speed': 19.46, 'deg': 240, 'gust': 26.4}",{'all': 75},1603247134,"{'type': 1, 'id': 998, 'country': 'CA', 'sunrise': 1603187853, 'sunset': 1603226002}",-9000,6167817,Torbay,200,,
"{'lon': 75, 'lat': 24.98}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 74.82, 'feels_like': 72.64, 'temp_min': 74.82, 'temp_max': 74.82, 'pressure': 1009, 'humidity': 40, 'sea_level': 1009, 'grnd_level': 962}",10000,"{'speed': 3.47, 'deg': 131}",{'all': 0},1603247134,"{'country': 'IN', 'sunrise': 1603242064, 'sunset': 1603283269}",19800,1276615,Begūn,200,,
"{'lon': -147.72, 'lat': 64.84}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 21.67, 'feels_like': 15.94, 'temp_min': 19.99, 'temp_max': 23, 'pressure': 1035, 'humidity': 85}",10000,"{'speed': 0.96, 'deg': 193}",{'all': 90},1603247064,"{'type': 1, 'id': 7684, 'country': 'US', 'sunrise': 1603213269, 'sunset': 1603246177}",-28800,5861897,Fairbanks,200,,
"{'lon': -62.4, 'lat': 8.01}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 82.99, 'feels_like': 92.93, 'temp_min': 82.99, 'temp_max': 82.99, 'pressure': 1011, 'humidity': 80}",10000,"{'speed': 1.99, 'deg': 88, 'gust': 4}",{'all': 90},1603247135,"{'type': 3, 'id': 2006479, 'country': 'VE', 'sunrise': 1603187804, 'sunset': 1603230692}",-14400,3625710,Upata,200,,
"{'lon': -27.07, 'lat': 38.73}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 60.01, 'feels_like': 46.29, 'temp_min': 59, 'temp_max': 60.8, 'pressure': 1018, 'humidity': 72}",10000,"{'speed': 24.96, 'deg': 350}",{'all': 40},1603247135,"{'type': 1, 'id': 6895, 'country': 'PT', 'sunrise': 1603267427, 'sunset': 1603306895}",0,3372760,Praia da Vitória,200,,
"{'lon': 98.53, 'lat': 8.45}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 82.94, 'feels_like': 90.7, 'temp_min': 80.6, 'temp_max': 84.2, 'pressure': 1011, 'humidity': 74}",10000,"{'speed': 3.36, 'deg': 0}",{'all': 20},1603247135,"{'type': 1, 'id': 9278, 'country': 'TH', 'sunrise': 1603235603, 'sunset': 1603278437}",25200,1151464,Phang Nga,200,,
"{'lon': 50.81, 'lat': 9.49}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 78.37, 'feels_like': 80.1, 'temp_min': 78.37, 'temp_max': 78.37, 'pressure': 1010, 'humidity': 68, 'sea_level': 1010, 'grnd_level': 998}",10000,"{'speed': 7.83, 'deg': 221}",{'all': 0},1603247135,"{'country': 'SO', 'sunrise': 1603247105, 'sunset': 1603289838}",10800,64814,Bandarbeyla,200,,
"{'lon': 36.54, 'lat': -14.8}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 75, 'feels_like': 72.86, 'temp_min': 75, 'temp_max': 75, 'pressure': 1014, 'humidity': 49, 'sea_level': 1014, 'grnd_level': 949}",10000,"{'speed': 6.31, 'deg': 66}",{'all': 14},1603247136,"{'country': 'MZ', 'sunrise': 1603249391, 'sunset': 1603294401}",7200,1047660,Cuamba,200,,
"{'lon': -40.29, 'lat': -20.33}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 69.8, 'feels_like': 73.17, 'temp_min': 69.8, 'temp_max': 69.8, 'pressure': 1018, 'humidity': 94}",10000,"{'speed': 5.82, 'deg': 20}",{'all': 75},1603246992,"{'type': 1, 'id': 8474, 'country': 'BR', 'sunrise': 1603181177, 'sunset': 1603226708}",-10800,3445026,Vila Velha,200,,
"{'lon': -95.04, 'lat': 45.12}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 32.23, 'feels_like': 26.01, 'temp_min': 30.99, 'temp_max': 33.8, 'pressure': 1016, 'humidity': 99}",3219,"{'speed': 4.7, 'deg': 160}",{'all': 90},1603247136,"{'type': 1, 'id': 3407, 'country': 'US', 'sunrise': 1603197787, 'sunset': 1603236375}",-18000,5052916,Willmar,200,,
"{'lon': 42.51, 'lat': 18.22}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 54.45, 'feels_like': 45.48, 'temp_min': 53.6, 'temp_max': 55.4, 'pressure': 1025, 'humidity': 25}",10000,"{'speed': 6.93, 'deg': 10}",{'all': 0},1603247137,"{'type': 1, 'id': 7396, 'country': 'SA', 'sunrise': 1603249515, 'sunset': 1603291412}",10800,110690,Abhā,200,,
"{'lon': 30.78, 'lat': 28.42}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 70.09, 'feels_like': 66.85, 'temp_min': 70.09, 'temp_max': 70.09, 'pressure': 1015, 'humidity': 74, 'sea_level': 1015, 'grnd_level': 1011}",10000,"{'speed': 12.5, 'deg': 5}",{'all': 0},1603247137,"{'country': 'EG', 'sunrise': 1603252872, 'sunset': 1603293684}",7200,352628,Maţāy,200,,
"{'lon': 59.53, 'lat': 22.57}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 72.57, 'feels_like': 73.4, 'temp_min': 72.57, 'temp_max': 72.57, 'pressure': 1011, 'humidity': 66, 'sea_level': 1011, 'grnd_level': 1011}",10000,"{'speed': 4.72, 'deg': 336}",{'all': 0},1603247138,"{'country': 'OM', 'sunrise': 1603245650, 'sunset': 1603287108}",14400,286245,Sur,200,,
"{'lon': -53.11, 'lat': 48.65}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 55, 'feels_like': 51.98, 'temp_min': 55, 'temp_max': 55, 'pressure': 1022, 'humidity': 80}",10000,"{'speed': 5.01, 'deg': 247, 'gust': 11.01}",{'all': 100},1603247138,"{'type': 3, 'id': 2011050, 'country': 'CA', 'sunrise': 1603188039, 'sunset': 1603225999}",-9000,5905393,Bonavista,200,,
"{'lon': -82.63, 'lat': 46.38}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 41, 'feels_like': 34.2, 'temp_min': 41, 'temp_max': 41, 'pressure': 1024, 'humidity': 83}",10000,"{'speed': 6.93, 'deg': 80}",{'all': 90},1603247138,"{'type': 1, 'id': 1006, 'country': 'CA', 'sunrise': 1603194917, 'sunset': 1603233289}",-14400,5947866,Elliot Lake,200,,
"{'lon': -16.34, 'lat': 33.07}","[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",stations,"{'temp': 64.4, 'feels_like': 60.78, 'temp_min': 64.4, 'temp_max': 64.4, 'pressure': 1011, 'humidity': 88}",9000,"{'speed': 12.75, 'deg': 280}",{'all': 40},1603247138,"{'type': 1, 'id': 6902, 'country': 'PT', 'sunrise': 1603264466, 'sunset': 1603304705}",3600,8010683,Porto Santo,200,,
"{'lon': 124.48, 'lat': -9.45}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 92.26, 'feels_like': 90.1, 'temp_min': 92.26, 'temp_max': 92.26, 'pressure': 1011, 'humidity': 30, 'sea_level': 1011, 'grnd_level': 966}",10000,"{'speed': 7.34, 'deg': 124}",{'all': 91},1603247138,"{'country': 'ID', 'sunrise': 1603228553, 'sunset': 1603273032}",28800,1640576,Kefamenanu,200,,
"{'lon': -76.22, 'lat': -13.7}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 63.19, 'feels_like': 58.42, 'temp_min': 62.6, 'temp_max': 64, 'pressure': 1014, 'humidity': 82}",10000,"{'speed': 12.75, 'deg': 210}",{'all': 2},1603247067,"{'type': 1, 'id': 8691, 'country': 'PE', 'sunrise': 1603190130, 'sunset': 1603235000}",-18000,3932145,Pisco,200,,
"{'lon': 15.64, 'lat': 78.22}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 26.6, 'feels_like': 17.47, 'temp_min': 26.6, 'temp_max': 26.6, 'pressure': 1024, 'humidity': 68}",10000,"{'speed': 6.93, 'deg': 130}",{'all': 40},1603246911,"{'type': 1, 'id': 1663, 'country': 'SJ', 'sunrise': 1603269178, 'sunset': 1603284644}",7200,2729907,Longyearbyen,200,,
"{'lon': -68.51, 'lat': 63.75}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 30.09, 'feels_like': 16.5, 'temp_min': 30, 'temp_max': 30.2, 'pressure': 1011, 'humidity': 80}",10000,"{'speed': 16.11, 'deg': 140}",{'all': 75},1603246888,"{'type': 1, 'id': 797, 'country': 'CA', 'sunrise': 1603193958, 'sunset': 1603227471}",-14400,5983720,Iqaluit,200,,
"{'lon': -59.52, 'lat': 13.22}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 82.4, 'feels_like': 88.12, 'temp_min': 82.4, 'temp_max': 82.4, 'pressure': 1012, 'humidity': 78}",10000,"{'speed': 8.05, 'deg': 130}",{'all': 40},1603247001,"{'type': 1, 'id': 8772, 'country': 'BB', 'sunrise': 1603187351, 'sunset': 1603229763}",-14400,3374083,Bathsheba,200,,
"{'lon': 80.86, 'lat': 59.06}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 40.93, 'feels_like': 32.16, 'temp_min': 40.93, 'temp_max': 40.93, 'pressure': 1003, 'humidity': 93, 'sea_level': 1003, 'grnd_level': 996}",10000,"{'speed': 11.3, 'deg': 189}",{'all': 100},1603247139,"{'country': 'RU', 'sunrise': 1603243689, 'sunset': 1603278831}",25200,1504382,Kargasok,200,,
"{'lon': -6.22, 'lat': 13.43}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 82.27, 'feels_like': 77.58, 'temp_min': 82.27, 'temp_max': 82.27, 'pressure': 1010, 'humidity': 26, 'sea_level': 1010, 'grnd_level': 978}",10000,"{'speed': 5.84, 'deg': 132}",{'all': 0},1603247139,"{'country': 'ML', 'sunrise': 1603260979, 'sunset': 1603303336}",0,2451478,Ségou,200,,
"{'lon': 30.63, 'lat': -2.72}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 62.85, 'feels_like': 64.44, 'temp_min': 62.85, 'temp_max': 62.85, 'pressure': 1013, 'humidity': 93, 'sea_level': 1013, 'grnd_level': 860}",10000,"{'speed': 3.53, 'deg': 296}",{'all': 82},1603247140,"{'country': 'TZ', 'sunrise': 1603251386, 'sunset': 1603295242}",10800,150436,Rulenge,200,,
"{'lon': -84.33, 'lat': 46.52}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 36.36, 'feels_like': 28.33, 'temp_min': 35.6, 'temp_max': 37.4, 'pressure': 1023, 'humidity': 86}",6437,"{'speed': 8.05, 'deg': 130}",{'all': 90},1603247140,"{'type': 1, 'id': 3293, 'country': 'CA', 'sunrise': 1603195338, 'sunset': 1603233683}",-14400,6141439,Sault Ste. Marie,200,,
"{'lon': 140.83, 'lat': 35.73}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 68.38, 'feels_like': 60.87, 'temp_min': 66.99, 'temp_max': 70, 'pressure': 1026, 'humidity': 49}",10000,"{'speed': 12.75, 'deg': 40}",{'all': 40},1603247140,"{'type': 1, 'id': 7955, 'country': 'JP', 'sunrise': 1603226895, 'sunset': 1603266843}",32400,2112802,Hasaki,200,,
"{'lon': 48.02, 'lat': -22.13}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 70.09, 'feels_like': 73.44, 'temp_min': 70.09, 'temp_max': 70.09, 'pressure': 1020, 'humidity': 88, 'sea_level': 1020, 'grnd_level': 1019}",10000,"{'speed': 4.52, 'deg': 22}",{'all': 26},1603247141,"{'country': 'MG', 'sunrise': 1603246252, 'sunset': 1603292030}",10800,1061605,Manakara,200,,
"{'lon': -5, 'lat': 34.04}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 68, 'feels_like': 68.88, 'temp_min': 68, 'temp_max': 68, 'pressure': 1015, 'humidity': 72}",6000,"{'speed': 3.36, 'deg': 310}",{'all': 90},1603247141,"{'type': 1, 'id': 2390, 'country': 'MA', 'sunrise': 1603261805, 'sunset': 1603301924}",3600,2548885,Fes,200,,
"{'lon': 10.45, 'lat': 32.93}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 59, 'feels_like': 57.04, 'temp_min': 59, 'temp_max': 59, 'pressure': 1023, 'humidity': 58}",10000,"{'speed': 1.12, 'deg': 0}",{'all': 0},1603247141,"{'type': 1, 'id': 1198, 'country': 'TN', 'sunrise': 1603258024, 'sunset': 1603298289}",3600,2464701,Tataouine,200,,
"{'lon': -51.8, 'lat': 3.9}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 74.3, 'feels_like': 81.48, 'temp_min': 74.3, 'temp_max': 74.3, 'pressure': 1012, 'humidity': 91, 'sea_level': 1012, 'grnd_level': 1011}",10000,"{'speed': 2.17, 'deg': 103}",{'all': 88},1603247141,"{'country': 'GF', 'sunrise': 1603185076, 'sunset': 1603228333}",-10800,3380402,Saint-Georges,200,,
"{'lon': 152.15, 'lat': -32.72}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 74.52, 'feels_like': 65.62, 'temp_min': 73.99, 'temp_max': 75.2, 'pressure': 1015, 'humidity': 50}",10000,"{'speed': 18.34, 'deg': 60}",{'all': 20},1603247142,"{'type': 1, 'id': 9605, 'country': 'AU', 'sunrise': 1603220635, 'sunset': 1603267670}",39600,2155562,Nelson Bay,200,,
"{'lon': 125.28, 'lat': 24.8}","[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,"{'temp': 79.54, 'feels_like': 79.95, 'temp_min': 78.8, 'temp_max': 80.6, 'pressure': 1012, 'humidity': 88}",4000,"{'speed': 18.34, 'deg': 90}",{'all': 75},1603247142,"{'type': 1, 'id': 8143, 'country': 'JP', 'sunrise': 1603229982, 'sunset': 1603271219}",32400,1862505,Hirara,200,{'1h': 0.16},
"{'lon': -24.5, 'lat': 14.9}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 82.67, 'feels_like': 88.95, 'temp_min': 82.67, 'temp_max': 82.67, 'pressure': 1014, 'humidity': 68, 'sea_level': 1014, 'grnd_level': 1008}",10000,"{'speed': 3.33, 'deg': 74}",{'all': 55},1603247032,"{'country': 'CV', 'sunrise': 1603265437, 'sunset': 1603307651}",-3600,3374210,São Filipe,200,,
"{'lon': -105.2, 'lat': 20.7}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 84.2, 'feels_like': 95.43, 'temp_min': 84.2, 'temp_max': 84.2, 'pressure': 1007, 'humidity': 83}",10000,"{'speed': 2.24, 'deg': 280}",{'all': 20},1603246987,"{'type': 1, 'id': 7156, 'country': 'MX', 'sunrise': 1603198676, 'sunset': 1603240363}",-18000,4004293,Ixtapa,200,,
"{'lon': 104.21, 'lat': 36.56}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 42.8, 'feels_like': 36.45, 'temp_min': 42.8, 'temp_max': 42.8, 'pressure': 1028, 'humidity': 38}",7000,"{'speed': 2.24, 'deg': 0}",{'all': 0},1603247143,"{'type': 1, 'id': 9639, 'country': 'CN', 'sunrise': 1603235745, 'sunset': 1603275568}",28800,1817240,Baiyin,200,,
"{'lon': 122.23, 'lat': -17.97}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 86, 'feels_like': 86.56, 'temp_min': 86, 'temp_max': 86, 'pressure': 1010, 'humidity': 62}",10000,"{'speed': 13.87, 'deg': 270}",{'all': 100},1603247105,"{'type': 1, 'id': 9500, 'country': 'AU', 'sunrise': 1603228673, 'sunset': 1603273992}",28800,2075720,Broome,200,,
"{'lon': -50.48, 'lat': -1.68}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 74.97, 'feels_like': 81.41, 'temp_min': 74.97, 'temp_max': 74.97, 'pressure': 1012, 'humidity': 94, 'sea_level': 1012, 'grnd_level': 1011}",10000,"{'speed': 5.03, 'deg': 30}",{'all': 9},1603247143,"{'country': 'BR', 'sunrise': 1603184510, 'sunset': 1603228266}",-10800,3404817,Breves,200,,
"{'lon': -158.09, 'lat': 21.35}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 82.45, 'feels_like': 86.41, 'temp_min': 80.6, 'temp_max': 84.2, 'pressure': 1012, 'humidity': 70}",10000,"{'speed': 8.05, 'deg': 180}",{'all': 1},1603247078,"{'type': 1, 'id': 7868, 'country': 'US', 'sunrise': 1603211406, 'sunset': 1603253017}",-36000,5850554,Makakilo City,200,,
"{'lon': 27.25, 'lat': -20.87}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 73.06, 'feels_like': 60.22, 'temp_min': 73.06, 'temp_max': 73.06, 'pressure': 1013, 'humidity': 20, 'sea_level': 1013, 'grnd_level': 896}",10000,"{'speed': 15.84, 'deg': 107}",{'all': 0},1603247144,"{'country': 'BW', 'sunrise': 1603251304, 'sunset': 1603296947}",7200,933117,Sebina,200,,
"{'lon': -124.16, 'lat': 40.8}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 59.02, 'feels_like': 55.96, 'temp_min': 57, 'temp_max': 62.01, 'pressure': 1016, 'humidity': 80}",10000,"{'speed': 7, 'deg': 344, 'gust': 14}",{'all': 1},1603247144,"{'type': 3, 'id': 2007742, 'country': 'US', 'sunrise': 1603204434, 'sunset': 1603243704}",-25200,5563397,Eureka,200,,
"{'lon': 129.42, 'lat': 44.58}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 57.72, 'feels_like': 46.38, 'temp_min': 57.72, 'temp_max': 57.72, 'pressure': 1014, 'humidity': 38, 'sea_level': 1014, 'grnd_level': 979}",10000,"{'speed': 13.87, 'deg': 204}",{'all': 100},1603247144,"{'country': 'CN', 'sunrise': 1603230300, 'sunset': 1603268914}",28800,2037075,Hailin,200,,
"{'lon': 51.65, 'lat': 43.2}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 50.36, 'feels_like': 46.54, 'temp_min': 50.36, 'temp_max': 50.36, 'pressure': 1025, 'humidity': 64, 'sea_level': 1025, 'grnd_level': 1029}",10000,"{'speed': 2.37, 'deg': 10}",{'all': 100},1603247144,"{'country': 'KZ', 'sunrise': 1603248866, 'sunset': 1603287674}",18000,609919,Quryq,200,,
"{'lon': 118.33, 'lat': 63.28}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 19.56, 'feels_like': 11.5, 'temp_min': 19.56, 'temp_max': 19.56, 'pressure': 1011, 'humidity': 95, 'sea_level': 1011, 'grnd_level': 997}",10000,"{'speed': 5.19, 'deg': 225}",{'all': 53},1603247145,"{'country': 'RU', 'sunrise': 1603235497, 'sunset': 1603269040}",32400,2018735,Nyurba,200,,
"{'lon': -3.65, 'lat': 58.12}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 51.51, 'feels_like': 47.48, 'temp_min': 51.01, 'temp_max': 51.8, 'pressure': 992, 'humidity': 100}",10000,"{'speed': 8.05, 'deg': 70}",{'all': 75},1603247145,"{'type': 1, 'id': 1460, 'country': 'GB', 'sunrise': 1603263850, 'sunset': 1603299231}",3600,2654545,Helmsdale,200,,
"{'lon': -25.43, 'lat': 37.72}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 59, 'feels_like': 52.65, 'temp_min': 59, 'temp_max': 59, 'pressure': 1016, 'humidity': 72}",10000,"{'speed': 11.41, 'deg': 330}",{'all': 40},1603247145,"{'type': 1, 'id': 6899, 'country': 'PT', 'sunrise': 1603266960, 'sunset': 1603306574}",0,3372472,Vila Franca do Campo,200,,
"{'lon': -17.34, 'lat': 66.04}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 23, 'feels_like': 16.21, 'temp_min': 23, 'temp_max': 23, 'pressure': 1014, 'humidity': 92}",10000,"{'speed': 3.36, 'deg': 170}",{'all': 63},1603247145,"{'type': 1, 'id': 83, 'country': 'IS', 'sunrise': 1603268823, 'sunset': 1603300828}",0,2629833,Husavik,200,,
"{'lon': 139.87, 'lat': 34.98}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 67.46, 'feels_like': 55.4, 'temp_min': 66.2, 'temp_max': 68, 'pressure': 1025, 'humidity': 55}",10000,"{'speed': 21.92, 'deg': 30}",{'all': 20},1603247146,"{'type': 1, 'id': 8070, 'country': 'JP', 'sunrise': 1603227076, 'sunset': 1603267122}",32400,1850523,Tateyama,200,,
"{'lon': 121.42, 'lat': 29.29}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 67.15, 'feels_like': 70.43, 'temp_min': 64.99, 'temp_max': 70, 'pressure': 990, 'humidity': 82}",10000,"{'speed': 1.01, 'deg': 0, 'gust': 4}",{'all': 100},1603247146,"{'type': 3, 'id': 2017325, 'country': 'CN', 'sunrise': 1603231159, 'sunset': 1603271895}",28800,1799384,Ninghai,200,,
"{'lon': 23.37, 'lat': -34.05}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 53.06, 'feels_like': 51.1, 'temp_min': 53.06, 'temp_max': 53.06, 'pressure': 1023, 'humidity': 79, 'sea_level': 1023, 'grnd_level': 1017}",10000,"{'speed': 2.13, 'deg': 12}",{'all': 0},1603247147,"{'country': 'ZA', 'sunrise': 1603251426, 'sunset': 1603298687}",7200,964712,Plettenberg Bay,200,,
"{'lon': 75.69, 'lat': 42.78}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 52.41, 'feels_like': 46, 'temp_min': 52.41, 'temp_max': 52.41, 'pressure': 1020, 'humidity': 34, 'sea_level': 1020, 'grnd_level': 893}",10000,"{'speed': 3.4, 'deg': 101}",{'all': 0},1603247147,"{'country': 'KG', 'sunrise': 1603243057, 'sunset': 1603281945}",21600,1528606,Kemin,200,,
"{'lon': -71.14, 'lat': 21.46}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 81.73, 'feels_like': 83.43, 'temp_min': 81.73, 'temp_max': 81.73, 'pressure': 1011, 'humidity': 79, 'sea_level': 1011, 'grnd_level': 1011}",10000,"{'speed': 14.92, 'deg': 77}",{'all': 89},1603246892,"{'country': 'TC', 'sunrise': 1603190537, 'sunset': 1603232154}",-14400,3576994,Cockburn Town,200,,
"{'lon': 103.66, 'lat': 18.38}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 74.1, 'feels_like': 75.47, 'temp_min': 74.1, 'temp_max': 74.1, 'pressure': 1016, 'humidity': 73, 'sea_level': 1016, 'grnd_level': 997}",10000,"{'speed': 6.87, 'deg': 45}",{'all': 91},1603247148,"{'country': 'LA', 'sunrise': 1603234843, 'sunset': 1603276735}",25200,1655140,Pakxan,200,,
"{'lon': -76.27, 'lat': 7}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 74.71, 'feels_like': 80.78, 'temp_min': 74.71, 'temp_max': 74.71, 'pressure': 1011, 'humidity': 78, 'sea_level': 1011, 'grnd_level': 962}",3105,"{'speed': 0.54, 'deg': 304}",{'all': 94},1603247148,"{'country': 'CO', 'sunrise': 1603191088, 'sunset': 1603234066}",-18000,3685295,Dabeiba,200,,
"{'lon': 28.64, 'lat': -12.96}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 65.32, 'feels_like': 60.12, 'temp_min': 65.32, 'temp_max': 65.32, 'pressure': 1011, 'humidity': 38, 'sea_level': 1011, 'grnd_level': 872}",10000,"{'speed': 4.97, 'deg': 103}",{'all': 4},1603247148,"{'country': 'ZM', 'sunrise': 1603251378, 'sunset': 1603296206}",7200,901344,Ndola,200,,
"{'lon': 129.67, 'lat': 62.72}","[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13d'}]",stations,"{'temp': 21.2, 'feels_like': 12.36, 'temp_min': 21.2, 'temp_max': 21.2, 'pressure': 1010, 'humidity': 92}",5000,"{'speed': 6.71, 'deg': 350}",{'all': 75},1603247148,"{'type': 1, 'id': 8854, 'country': 'RU', 'sunrise': 1603232648, 'sunset': 1603266447}",32400,2019488,Namtsy,200,,
"{'lon': 48.73, 'lat': -14.55}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 61.79, 'feels_like': 61.75, 'temp_min': 61.79, 'temp_max': 61.79, 'pressure': 1015, 'humidity': 85, 'sea_level': 1015, 'grnd_level': 897}",10000,"{'speed': 4.14, 'deg': 105}",{'all': 93},1603247148,"{'country': 'MG', 'sunrise': 1603246479, 'sunset': 1603291462}",10800,1068670,Bealanana,200,,
