coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,snow
"{'lon': 124.85, 'lat': 1.49}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 91.4, 'feels_like': 93.61, 'temp_min': 91.4, 'temp_max': 91.4, 'pressure': 1009, 'humidity': 49}",10000,"{'speed': 9.17, 'deg': 180}",{'all': 20},1603247114,"{'type': 1, 'id': 9356, 'country': 'ID', 'sunrise': 1603228969, 'sunset': 1603272439}",28800,1636544,Manado,200,,
"{'lon': 6.91, 'lat': 62.91}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 39.2, 'feels_like': 31.32, 'temp_min': 39.2, 'temp_max': 39.2, 'pressure': 998, 'humidity': 93}",10000,"{'speed': 9.17, 'deg': 90}",{'all': 100},1603247114,"{'type': 1, 'id': 1643, 'country': 'NO', 'sunrise': 1603262210, 'sunset': 1603295802}",7200,7626370,Bud,200,{'1h': 0.33},
"{'lon': -46.05, 'lat': 60.92}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 30.2, 'feels_like': 24.64, 'temp_min': 30.2, 'temp_max': 30.2, 'pressure': 1014, 'humidity': 86}",2042,"{'speed': 2.24, 'deg': 60}",{'all': 100},1603247114,"{'type': 1, 'id': 47, 'country': 'GL', 'sunrise': 1603274536, 'sunset': 1603308895}",-7200,3421719,Narsaq,200,,
"{'lon': -2.93, 'lat': 35.17}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 70.63, 'feels_like': 71.85, 'temp_min': 69.8, 'temp_max': 71.6, 'pressure': 1011, 'humidity': 73}",10000,"{'speed': 4.7, 'deg': 300}",{'all': 99},1603246959,"{'type': 1, 'id': 2380, 'country': 'MA', 'sunrise': 1603261382, 'sunset': 1603301353}",3600,2541479,Nador,200,,
"{'lon': 151.28, 'lat': 59.58}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 30.74, 'feels_like': 23.86, 'temp_min': 30.74, 'temp_max': 30.74, 'pressure': 1015, 'humidity': 80, 'sea_level': 1015, 'grnd_level': 1015}",10000,"{'speed': 4.32, 'deg': 29}",{'all': 0},1603246850,"{'country': 'RU', 'sunrise': 1603226849, 'sunset': 1603261874}",39600,2122574,Ola,200,,
"{'lon': 149.2, 'lat': -21.15}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 84.2, 'feels_like': 81.36, 'temp_min': 84.2, 'temp_max': 84.2, 'pressure': 1013, 'humidity': 54}",10000,"{'speed': 14.99, 'deg': 20}",{'all': 40},1603246836,"{'type': 1, 'id': 9498, 'country': 'AU', 'sunrise': 1603222035, 'sunset': 1603267686}",36000,2159220,Mackay,200,{'1h': 0.1},
"{'lon': -37.64, 'lat': 65.61}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 32, 'feels_like': 17.94, 'temp_min': 32, 'temp_max': 32, 'pressure': 1010, 'humidity': 96}",5126,"{'speed': 18.34, 'deg': 80}",{'all': 100},1603247115,"{'type': 1, 'id': 81, 'country': 'GL', 'sunrise': 1603273587, 'sunset': 1603305807}",-7200,3424607,Tasiilaq,200,,
"{'lon': 145.93, 'lat': -38.17}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 64, 'feels_like': 63.55, 'temp_min': 64, 'temp_max': 64, 'pressure': 1016, 'humidity': 70}",10000,"{'speed': 3, 'deg': 258, 'gust': 8.99}",{'all': 100},1603247115,"{'type': 3, 'id': 60523, 'country': 'AU', 'sunrise': 1603221731, 'sunset': 1603269559}",39600,2144604,Warragul,200,,
"{'lon': 159.59, 'lat': -8.14}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 87.53, 'feels_like': 93.97, 'temp_min': 87.53, 'temp_max': 87.53, 'pressure': 1008, 'humidity': 62, 'sea_level': 1008, 'grnd_level': 1008}",10000,"{'speed': 4.79, 'deg': 28}",{'all': 100},1603247115,"{'country': 'SB', 'sunrise': 1603220190, 'sunset': 1603264544}",39600,2109528,Buala,200,,
"{'lon': -94.51, 'lat': 37.08}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 56.64, 'feels_like': 55.45, 'temp_min': 55, 'temp_max': 57.99, 'pressure': 1017, 'humidity': 100}",1609,"{'speed': 5.82, 'deg': 30}",{'all': 90},1603247116,"{'type': 1, 'id': 4590, 'country': 'US', 'sunrise': 1603197048, 'sunset': 1603236860}",-18000,4392768,Joplin,200,,
"{'lon': 59.22, 'lat': 32.87}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 37.4, 'feels_like': 25.7, 'temp_min': 37.4, 'temp_max': 37.4, 'pressure': 1024, 'humidity': 15}",10000,"{'speed': 9.17, 'deg': 120}",{'all': 0},1603247116,"{'type': 1, 'id': 7481, 'country': 'IR', 'sunrise': 1603246309, 'sunset': 1603286597}",12600,140463,Birjand,200,,
"{'lon': -77.61, 'lat': -11.1}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 63.36, 'feels_like': 60.91, 'temp_min': 63.36, 'temp_max': 63.36, 'pressure': 1016, 'humidity': 80, 'sea_level': 1016, 'grnd_level': 1011}",10000,"{'speed': 8.3, 'deg': 170}",{'all': 47},1603247116,"{'country': 'PE', 'sunrise': 1603190588, 'sunset': 1603235209}",-18000,3939761,Hualmay,200,,
"{'lon': 60.42, 'lat': 60.87}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 28.36, 'feels_like': 21.02, 'temp_min': 28.36, 'temp_max': 28.36, 'pressure': 1003, 'humidity': 97, 'sea_level': 1003, 'grnd_level': 977}",10000,"{'speed': 5.64, 'deg': 242}",{'all': 89},1603247117,"{'country': 'RU', 'sunrise': 1603248927, 'sunset': 1603283404}",18000,1494482,Polunochnoye,200,,
"{'lon': 178.42, 'lat': 69.38}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 35.37, 'feels_like': 26.67, 'temp_min': 35.37, 'temp_max': 35.37, 'pressure': 1019, 'humidity': 83, 'sea_level': 1019, 'grnd_level': 1018}",10000,"{'speed': 8.77, 'deg': 193}",{'all': 48},1603247117,"{'country': 'RU', 'sunrise': 1603222811, 'sunset': 1603252886}",43200,2123814,Leningradskiy,200,,
"{'lon': 81.12, 'lat': 6.12}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 78.8, 'feels_like': 86.97, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1009, 'humidity': 100}",8000,"{'speed': 8.05, 'deg': 240}",{'all': 40},1603247117,"{'type': 1, 'id': 9124, 'country': 'LK', 'sunrise': 1603239674, 'sunset': 1603282721}",19800,1244926,Hambantota,200,,
"{'lon': 77.3, 'lat': 8.13}","[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]",stations,"{'temp': 78.8, 'feels_like': 88.48, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1010, 'humidity': 88}",4000,"{'speed': 1.12, 'deg': 0}",{'all': 20},1603247117,"{'type': 1, 'id': 9226, 'country': 'IN', 'sunrise': 1603240684, 'sunset': 1603283545}",19800,1263942,Manavālakurichi,200,,
"{'lon': 22.3, 'lat': 46.85}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 41, 'feels_like': 34.34, 'temp_min': 41, 'temp_max': 41, 'pressure': 1025, 'humidity': 86}",10000,"{'speed': 6.93, 'deg': 100}",{'all': 49},1603247117,"{'type': 1, 'id': 6917, 'country': 'RO', 'sunrise': 1603256238, 'sunset': 1603294388}",10800,679248,Dobreşti,200,,
"{'lon': -73.25, 'lat': 42.45}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 57.7, 'feels_like': 58.48, 'temp_min': 57, 'temp_max': 59, 'pressure': 1025, 'humidity': 87}",10000,"{'speed': 0.74, 'deg': 166}",{'all': 90},1603247110,"{'type': 1, 'id': 5414, 'country': 'US', 'sunrise': 1603192333, 'sunset': 1603231371}",-14400,4947459,Pittsfield,200,,
"{'lon': 164.02, 'lat': -20.23}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 75.63, 'feels_like': 78.69, 'temp_min': 75.63, 'temp_max': 75.63, 'pressure': 1012, 'humidity': 67, 'sea_level': 1012, 'grnd_level': 1012}",10000,"{'speed': 3.11, 'deg': 45}",{'all': 1},1603247118,"{'country': 'NC', 'sunrise': 1603218529, 'sunset': 1603264079}",39600,2138555,Poum,200,,
"{'lon': 103.53, 'lat': 48.81}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 29.28, 'feels_like': 22.64, 'temp_min': 29.28, 'temp_max': 29.28, 'pressure': 1024, 'humidity': 83, 'sea_level': 1024, 'grnd_level': 883}",10000,"{'speed': 3.78, 'deg': 297}",{'all': 0},1603247118,"{'country': 'MN', 'sunrise': 1603236914, 'sunset': 1603274726}",28800,2032201,Bulgan,200,,
"{'lon': 36.99, 'lat': -16.84}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 73.74, 'feels_like': 75.78, 'temp_min': 73.74, 'temp_max': 73.74, 'pressure': 1013, 'humidity': 66, 'sea_level': 1013, 'grnd_level': 995}",10000,"{'speed': 3.33, 'deg': 79}",{'all': 1},1603247118,"{'country': 'MZ', 'sunrise': 1603249180, 'sunset': 1603294396}",7200,1024312,Mocuba,200,,
"{'lon': 72.64, 'lat': 10.57}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 81.86, 'feels_like': 85.55, 'temp_min': 81.86, 'temp_max': 81.86, 'pressure': 1009, 'humidity': 70, 'sea_level': 1009, 'grnd_level': 1008}",10000,"{'speed': 8.01, 'deg': 307}",{'all': 86},1603247118,"{'country': 'IN', 'sunrise': 1603241915, 'sunset': 1603284550}",19800,1267390,Kavaratti,200,,
"{'lon': 30.83, 'lat': -20.06}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 66.87, 'feels_like': 61.07, 'temp_min': 66.87, 'temp_max': 66.87, 'pressure': 1015, 'humidity': 42, 'sea_level': 1015, 'grnd_level': 895}",10000,"{'speed': 7.45, 'deg': 130}",{'all': 0},1603247119,"{'country': 'ZW', 'sunrise': 1603250489, 'sunset': 1603296044}",7200,886763,Masvingo,200,,
"{'lon': -124.22, 'lat': 43.41}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 57.09, 'feels_like': 53.56, 'temp_min': 55.4, 'temp_max': 59, 'pressure': 1020, 'humidity': 87}",10000,"{'speed': 8.05, 'deg': 10}",{'all': 1},1603247119,"{'type': 1, 'id': 5239, 'country': 'US', 'sunrise': 1603204653, 'sunset': 1603243514}",-25200,5742974,North Bend,200,,
"{'lon': -15.21, 'lat': 64.25}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 35.89, 'feels_like': 27.97, 'temp_min': 35.89, 'temp_max': 35.89, 'pressure': 1014, 'humidity': 74, 'sea_level': 1014, 'grnd_level': 1014}",10000,"{'speed': 6.85, 'deg': 1}",{'all': 38},1603247119,"{'country': 'IS', 'sunrise': 1603267841, 'sunset': 1603300789}",0,2630299,Hofn,200,,
"{'lon': -63.6, 'lat': 50.23}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 41, 'feels_like': 28.27, 'temp_min': 41, 'temp_max': 41, 'pressure': 1019, 'humidity': 93}",10000,"{'speed': 18.34, 'deg': 280, 'gust': 28.86}",{'all': 40},1603247119,"{'type': 1, 'id': 812, 'country': 'CA', 'sunrise': 1603190719, 'sunset': 1603228353}",-14400,5972291,Havre-St-Pierre,200,,
"{'lon': -91.92, 'lat': 14.3}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 64.72, 'feels_like': 64.58, 'temp_min': 64, 'temp_max': 66, 'pressure': 1012, 'humidity': 99}",10000,"{'speed': 9.22, 'deg': 24}",{'all': 100},1603247120,"{'type': 3, 'id': 2035503, 'country': 'GT', 'sunrise': 1603195179, 'sunset': 1603237486}",-21600,3598787,Champerico,200,{'1h': 0.11},
"{'lon': 150.67, 'lat': -10.62}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 81.16, 'feels_like': 85.53, 'temp_min': 81.16, 'temp_max': 81.16, 'pressure': 1009, 'humidity': 79, 'sea_level': 1009, 'grnd_level': 1009}",10000,"{'speed': 9.6, 'deg': 136}",{'all': 96},1603247120,"{'country': 'PG', 'sunrise': 1603222213, 'sunset': 1603266802}",36000,2132606,Samarai,200,,
"{'lon': -63.04, 'lat': -9.91}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 77.49, 'feels_like': 83.77, 'temp_min': 77.49, 'temp_max': 77.49, 'pressure': 1009, 'humidity': 73, 'sea_level': 1009, 'grnd_level': 994}",10000,"{'speed': 0.78, 'deg': 8}",{'all': 9},1603247120,"{'country': 'BR', 'sunrise': 1603187148, 'sunset': 1603231656}",-14400,3665199,Ariquemes,200,{'1h': 0.4},
"{'lon': 1.73, 'lat': 52.61}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 55.74, 'feels_like': 52.93, 'temp_min': 54, 'temp_max': 57.99, 'pressure': 998, 'humidity': 99}",10000,"{'speed': 8.01, 'deg': 169, 'gust': 14}",{'all': 100},1603247120,"{'type': 3, 'id': 2019850, 'country': 'GB', 'sunrise': 1603261793, 'sunset': 1603298706}",3600,2647984,Great Yarmouth,200,{'1h': 0.41},
"{'lon': 61.74, 'lat': 25.05}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 77.72, 'feels_like': 71.44, 'temp_min': 77.72, 'temp_max': 77.72, 'pressure': 1010, 'humidity': 28, 'sea_level': 1010, 'grnd_level': 1010}",10000,"{'speed': 7.92, 'deg': 28}",{'all': 0},1603247120,"{'country': 'PK', 'sunrise': 1603245251, 'sunset': 1603286446}",18000,1175712,Jiwani,200,,
"{'lon': 130.41, 'lat': 67.8}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 11.97, 'feels_like': 5.4, 'temp_min': 11.97, 'temp_max': 11.97, 'pressure': 1013, 'humidity': 88, 'sea_level': 1013, 'grnd_level': 948}",10000,"{'speed': 1.32, 'deg': 171}",{'all': 88},1603247121,"{'country': 'RU', 'sunrise': 1603233809, 'sunset': 1603264930}",32400,2027042,Batagay-Alyta,200,,
"{'lon': -61.27, 'lat': 16.25}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 77, 'feels_like': 85.55, 'temp_min': 77, 'temp_max': 77, 'pressure': 1012, 'humidity': 94}",10000,"{'speed': 3.36, 'deg': 270}",{'all': 80},1603247121,"{'type': 1, 'id': 8780, 'country': 'GP', 'sunrise': 1603187913, 'sunset': 1603230041}",-14400,3578441,Saint-François,200,,
"{'lon': 153.62, 'lat': -28.65}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 76.51, 'feels_like': 72.46, 'temp_min': 73.4, 'temp_max': 80.01, 'pressure': 1016, 'humidity': 56}",10000,"{'speed': 12.75, 'deg': 140}",{'all': 0},1603247093,"{'type': 1, 'id': 9496, 'country': 'AU', 'sunrise': 1603220544, 'sunset': 1603267055}",39600,2172880,Byron Bay,200,,
"{'lon': -108.43, 'lat': 54.13}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 22.69, 'feels_like': 16.16, 'temp_min': 22.69, 'temp_max': 22.69, 'pressure': 1019, 'humidity': 89, 'sea_level': 1019, 'grnd_level': 960}",10000,"{'speed': 2.71, 'deg': 230}",{'all': 11},1603247100,"{'country': 'CA', 'sunrise': 1603201940, 'sunset': 1603238649}",-21600,6071421,Meadow Lake,200,,
"{'lon': -81.27, 'lat': -4.58}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 64.31, 'feels_like': 59.63, 'temp_min': 64.31, 'temp_max': 64.31, 'pressure': 1012, 'humidity': 86, 'sea_level': 1012, 'grnd_level': 1010}",10000,"{'speed': 14.14, 'deg': 172}",{'all': 0},1603247121,"{'country': 'PE', 'sunrise': 1603191767, 'sunset': 1603235786}",-18000,3691582,Talara,200,,
"{'lon': 55.45, 'lat': -4.62}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 82.4, 'feels_like': 87.35, 'temp_min': 82.4, 'temp_max': 82.4, 'pressure': 1008, 'humidity': 83}",10000,"{'speed': 11.41, 'deg': 290}",{'all': 75},1603246946,"{'type': 1, 'id': 2218, 'country': 'SC', 'sunrise': 1603245342, 'sunset': 1603289374}",14400,241131,Victoria,200,,
"{'lon': -89.62, 'lat': -0.9}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 70.14, 'feels_like': 66.96, 'temp_min': 70.14, 'temp_max': 70.14, 'pressure': 1012, 'humidity': 84, 'sea_level': 1012, 'grnd_level': 1012}",10000,"{'speed': 15.1, 'deg': 190}",{'all': 51},1603247029,"{'country': 'EC', 'sunrise': 1603193937, 'sunset': 1603237624}",-21600,3651949,San Cristobal,200,,
"{'lon': -71.31, 'lat': 41.49}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 62.02, 'feels_like': 64.11, 'temp_min': 60.8, 'temp_max': 64, 'pressure': 1025, 'humidity': 100}",1609,"{'speed': 3.49, 'deg': 351}",{'all': 90},1603246871,"{'type': 1, 'id': 6142, 'country': 'US', 'sunrise': 1603191793, 'sunset': 1603230980}",-14400,5223593,Newport,200,,
"{'lon': 127.76, 'lat': 26.18}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 83.66, 'feels_like': 80.19, 'temp_min': 82.4, 'temp_max': 84.2, 'pressure': 1015, 'humidity': 69}",10000,"{'speed': 21.92, 'deg': 90, 'gust': 29.97}",{'all': 75},1603247122,"{'type': 1, 'id': 8156, 'country': 'JP', 'sunrise': 1603229462, 'sunset': 1603270549}",32400,1855342,Nishihara,200,,
"{'lon': 23.05, 'lat': -34.04}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 48.2, 'feels_like': 45.45, 'temp_min': 48.2, 'temp_max': 48.2, 'pressure': 1023, 'humidity': 93}",10000,"{'speed': 3.36, 'deg': 360}",{'all': 0},1603247123,"{'type': 1, 'id': 1918, 'country': 'ZA', 'sunrise': 1603251503, 'sunset': 1603298763}",7200,988698,Knysna,200,,
"{'lon': 24.73, 'lat': -34}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 48.99, 'feels_like': 47.61, 'temp_min': 48.99, 'temp_max': 48.99, 'pressure': 1024, 'humidity': 91}",10000,"{'speed': 1.01, 'deg': 207, 'gust': 3}",{'all': 0},1603247123,"{'type': 3, 'id': 2035063, 'country': 'ZA', 'sunrise': 1603251103, 'sunset': 1603298357}",7200,986717,Kruisfontein,200,,
"{'lon': 62.84, 'lat': 61.2}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 27.77, 'feels_like': 21.13, 'temp_min': 27.77, 'temp_max': 27.77, 'pressure': 1002, 'humidity': 98, 'sea_level': 1002, 'grnd_level': 989}",10000,"{'speed': 4.32, 'deg': 234}",{'all': 4},1603247123,"{'country': 'RU', 'sunrise': 1603248408, 'sunset': 1603282761}",18000,1539045,Malinovskiy,200,,
"{'lon': 135.7, 'lat': 51.67}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 44.58, 'feels_like': 38.75, 'temp_min': 44.58, 'temp_max': 44.58, 'pressure': 1012, 'humidity': 59, 'sea_level': 1012, 'grnd_level': 992}",10000,"{'speed': 3.78, 'deg': 193}",{'all': 100},1603247123,"{'country': 'RU', 'sunrise': 1603229490, 'sunset': 1603266710}",36000,2026786,Berezovyy,200,,
"{'lon': -105.28, 'lat': 55.1}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 24.8, 'feels_like': 16.92, 'temp_min': 24.8, 'temp_max': 24.8, 'pressure': 1017, 'humidity': 73}",10000,"{'speed': 4.7, 'deg': 310}",{'all': 90},1603246990,"{'type': 1, 'id': 949, 'country': 'CA', 'sunrise': 1603201308, 'sunset': 1603237769}",-21600,6050066,La Ronge,200,,
"{'lon': -115.95, 'lat': 30.48}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 66.63, 'feels_like': 64.4, 'temp_min': 66.63, 'temp_max': 66.63, 'pressure': 1009, 'humidity': 89, 'sea_level': 1009, 'grnd_level': 1008}",10000,"{'speed': 12.06, 'deg': 323}",{'all': 1},1603247124,"{'country': 'MX', 'sunrise': 1603201782, 'sunset': 1603242415}",-25200,3984997,San Quintín,200,,
"{'lon': -158.02, 'lat': 21.5}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 81.99, 'feels_like': 87.22, 'temp_min': 80.6, 'temp_max': 84.2, 'pressure': 1012, 'humidity': 74}",10000,"{'speed': 6.93, 'deg': 140}",{'all': 75},1603247124,"{'type': 1, 'id': 7866, 'country': 'US', 'sunrise': 1603211396, 'sunset': 1603252993}",-36000,5853992,Wahiawā,200,,
"{'lon': -73.12, 'lat': -36.72}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 50, 'feels_like': 39.88, 'temp_min': 50, 'temp_max': 50, 'pressure': 1017, 'humidity': 76}",10000,"{'speed': 14.99, 'deg': 210}",{'all': 0},1603247124,"{'type': 1, 'id': 8499, 'country': 'CL', 'sunrise': 1603188044, 'sunset': 1603235597}",-10800,3870282,Talcahuano,200,,
"{'lon': 24.66, 'lat': 71}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 26.6, 'feels_like': 20.01, 'temp_min': 26.6, 'temp_max': 26.6, 'pressure': 1015, 'humidity': 86}",10000,"{'speed': 3.36, 'deg': 140}",{'all': 20},1603247124,"{'type': 1, 'id': 1632, 'country': 'NO', 'sunrise': 1603260512, 'sunset': 1603288981}",7200,779622,Havøysund,200,,
"{'lon': 137.77, 'lat': -32.5}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 79.68, 'feels_like': 77.38, 'temp_min': 73.4, 'temp_max': 82, 'pressure': 1013, 'humidity': 43}",10000,"{'speed': 6.93, 'deg': 120}",{'all': 0},1603247124,"{'type': 1, 'id': 9613, 'country': 'AU', 'sunrise': 1603224098, 'sunset': 1603271108}",37800,2063056,Port Augusta,200,,
"{'lon': 174.5, 'lat': -35.62}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 64.08, 'feels_like': 57.96, 'temp_min': 64.08, 'temp_max': 64.08, 'pressure': 1020, 'humidity': 64, 'sea_level': 1020, 'grnd_level': 1019}",10000,"{'speed': 11.83, 'deg': 5}",{'all': 62},1603247125,"{'country': 'NZ', 'sunrise': 1603215073, 'sunset': 1603262506}",46800,2186111,Ngunguru,200,,
"{'lon': 80.54, 'lat': 5.95}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 80.58, 'feels_like': 84.15, 'temp_min': 80.58, 'temp_max': 80.58, 'pressure': 1010, 'humidity': 81, 'sea_level': 1010, 'grnd_level': 1009}",10000,"{'speed': 11.23, 'deg': 273}",{'all': 9},1603247125,"{'country': 'LK', 'sunrise': 1603239806, 'sunset': 1603282868}",19800,1235846,Matara,200,{'1h': 0.26},
